gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000258683	RP11-11K13.1	0	0	0	0	0	0	0	0
ENSG00000258684	BMS1P16	0	1.014	0	0	0	0	3.886	0
ENSG00000258685	CTD-2315A10.2	0	0	0	0	0	0	0	0
ENSG00000258687	RP11-218E20.2	0	0	0	0	0	0	0	0
ENSG00000258689	RP6-65G23.1	1	0	0	0	0	0	0	8
ENSG00000258690	RP11-81F13.1	0	0	0	0	0	0	0	0
ENSG00000258691	RP11-404P21.8	0	0	3.853	1.182	0	0	1.008	0
ENSG00000258692	SALL4P7	0	0	5	2	0	0	0	0
ENSG00000258693	RP11-436M15.3	0	0	0	0	0	0	0	0
ENSG00000258694	RP11-1033H12.1	0	0	0	0	0	0	0	0
ENSG00000258695	RP3-414A15.2	7	0	3	1	0	0	0	0
ENSG00000258696	CTD-2058B24.3	0	0	2	3	0	0	0	0
ENSG00000258697	DUX4L6	0	0	0	0	0	0	0	0
ENSG00000258698	RP11-589M4.3	0	0	0	0	0	0	0	0
ENSG00000258699	RP11-356K23.2	0	0	0	0	0	0	0	0
ENSG00000258700	LINC00871	0	0	2	1	0	0	0	0
ENSG00000258701	LINC00638	100	96	64	107	55	91	156	160
ENSG00000258702	RP11-433J8.1	5	7	15	15	0	0	4	4
ENSG00000258703	RP11-1085N6.4	0	0	0	0	0	0	0	0
ENSG00000258704	RP11-85K15.2	40	47	56	51	32	66	21	21.001
ENSG00000258705	AE000660.4	0	0	4	0	0	0	3	0
ENSG00000258706	SLC20A1P3	0	0	0	0	0	0	0	0
ENSG00000258707	RP11-467L19.11	0	0	0	0	0	0	0	0
ENSG00000258708	SLC25A21-AS1	0	0	194	264	319	599	324	587
ENSG00000258710	CT60	0	0	0	0	4	9	1	0
ENSG00000258711	RP11-218E20.3	0	1	1.008	1.017	1	0	34	51
ENSG00000258712	CXADRP2	0	0	1.004	0	0	0	0	0
ENSG00000258713	C20orf141	0	0	0	0	0	0	0	0
ENSG00000258714	RP11-998D10.7	0	0	0	0	0	0	0	0
ENSG00000258716	RP11-661G16.2	0	0	0	0	0	0	0	0
ENSG00000258717	RP11-566J3.2	0	0	0	0	0	0	1	0
ENSG00000258718	RP11-226P1.2	0	0	0	0	0	0	0	0
ENSG00000258719	RP11-232C2.3	0	0	0	0	0	0	0	0
ENSG00000258721	OR11H3P	0	0	0	0	0	0	0	0
ENSG00000258722	RP11-998D10.5	0	0	0	0	0	0	0	0
ENSG00000258723	RP11-332E19.2	0	0	0	0	0	0	0	0
ENSG00000258724	SOX7	0	26.859	0	0	0	53.797	6.026	0
ENSG00000258725	PRC1-AS1	28	36	1	0	1	0	11	5
ENSG00000258726	DUXAP6	0	0	0	0	0	0	0	0
ENSG00000258727	RP11-66N24.3	464	410	38	80	130	173	364	424
ENSG00000258728	GALT	0	0	17.586	12.57	0	0	0	1.081
ENSG00000258729	DKFZP434O1614	0	3	0	0	0	0	1	2
ENSG00000258730	ITPK1-AS1	0	0	0	0	0	0	0	0
ENSG00000258731	RP11-547D23.1	7	0	0	2	0	0	4	9
ENSG00000258732	RP11-603B24.1	0	0	0	0	0	0	2.082	0
ENSG00000258733	CTD-2341M24.1	0	9	1	0	0	0	0	0
ENSG00000258734	RP11-112J1.3	0	0	2.001	3	22.012	0	0	0
ENSG00000258735	LINC00637	0	0	1	2	0	0	12	10
ENSG00000258736	RP11-982M15.7	11	1	0	0	0	0	0	3
ENSG00000258737	SUB1P2	0	0	0	0	0	0	0	0
ENSG00000258738	RP11-73E17.2	203	276	58	93	205	194	256	183
ENSG00000258739	ENO1P2	0	0	3	0	0	0	0	0
ENSG00000258740	RP11-293M10.1	0	0	0	0	0	0	1	0
ENSG00000258741	RP11-386M24.4	0	0	4.04	1.001	4.002	0	1.002	0
ENSG00000258742	RP11-862G15.1	0	0	0	0	0	0	1	0
ENSG00000258743	RP11-406A9.2	0	0	22	11	0	0	0	0
ENSG00000258744	RP11-80A15.1	0	0	7	1	0	0	1	0
ENSG00000258745	RP11-218E20.5	0	0	0	0	0	0	0	0
ENSG00000258746	RP11-454K7.2	0	0	0	0	0	0	0	0
ENSG00000258747	RP11-163M18.1	0	0	0	0	0	0	0	0
ENSG00000258748	CTD-2223O18.1	0	0	2	3	0	0	1	2
ENSG00000258749	RP11-688G15.3	6	0	1	3	0	0	4	3
ENSG00000258750	RP11-2G1.2	0	0	1	0	0	0	0	0
ENSG00000258751	RP11-2G1.1	0	0	0	0	0	0	0	0
ENSG00000258752	RP11-356K23.1	0	0	0	0	0	0	0	0
ENSG00000258753	RP11-794A8.1	0	1	0	0	0	0	0	0
ENSG00000258754	CTD-3049M7.1	0	0	0	0	0	0	3	0
ENSG00000258755	DUX4L7	0	0	0	0	0	0	0	0
ENSG00000258757	RP11-841O20.2	0	0	0	0	0	0	0	0
ENSG00000258758	RP11-613G13.1	0	0	0	0	0	0	0	0
ENSG00000258759	RP11-1012A1.7	0	0	0	0	3	2.014	6.895	2.115
ENSG00000258760	CTD-2509G16.5	36	45	0	0	0	0	0	0
ENSG00000258761	RP11-24J19.1	0	0	0	0	0	0	0	0
ENSG00000258762	CTD-2320B12.3	0	0	0	0	0	0	0	0
ENSG00000258763	RP11-110A12.2	2	5	0	0	0	0	1	0
ENSG00000258764	RP11-1042B17.4	0	0	0	0	0	0	0	0
ENSG00000258765	RP11-692C24.2	0	0	0	0	0	0	0	0
ENSG00000258766	DIO2-AS1	0	0	0	0	0	0	0	0
ENSG00000258767	RP11-32B5.5	0	4	0	0	0	0	0	0
ENSG00000258768	CTD-2292M16.8	41	31	262	86.837	27	33	83	80.832
ENSG00000258769	RAP1AP	0	0	0	0	0	0	0	1
ENSG00000258770	CTD-2007A10.1	0	0	0	0	0	0	0	0
ENSG00000258771	RP11-854K16.2	0	0	0	0	0	0	1.016	1.013
ENSG00000258772	RP11-84C10.3	0	0	0	0	0	0	0	0
ENSG00000258773	RP11-255M2.2	0	0	0	0	0	0	0	0
ENSG00000258774	NANOGP7	0	0	1	1	0	0	3	13
ENSG00000258776	RP11-1085N6.5	0	0	0	0	0	0	0	0
ENSG00000258777	HIF1A-AS1	3	9	2	3	0	0	6	3
ENSG00000258778	RP11-804M7.1	0	0	1	0	0	0	2.008	0
ENSG00000258779	RP11-140I24.1	0	0	0	0	0	0	1	0
ENSG00000258780	BMS1P15	0	0	1.011	2.094	0	1	23.942	13.833
ENSG00000258781	RP11-496I2.4	0	0	0	0	0	0	0	0
ENSG00000258782	RP11-701B16.2	0	0	0	0	0	0	0	0
ENSG00000258783	KRT18P6	0	0	0	0	0	0	1	0
ENSG00000258784	RP11-813I20.2	0	0	0	0	0	0	0	0
ENSG00000258785	CTD-2643K12.2	0	0	0	0	0	0	0	0
ENSG00000258786	RP11-928F19.3	0	0	0	0	0	0	0	0
ENSG00000258787	RP11-164C12.1	0	0	1	0	0	0	0	0
ENSG00000258788	RP11-404P21.9	0	0	0	0	0	0	0	0
ENSG00000258789	RP11-507K2.3	0	0	5	19	13	10	0	0
ENSG00000258790	KIAA0391	598.396	453.971	589.758	432.105	169.584	151.606	857.378	992.662
ENSG00000258791	LINC00520	0	0	0	0	202	424	0	0
ENSG00000258792	RP11-944C7.1	0	8	0	1	0	0	0	0
ENSG00000258793	RP11-404P21.3	0	0	0	0	0	0	0	0
ENSG00000258794	RP11-313F23.5	0	0	0	0	0	0	12	16
ENSG00000258795	RP11-1082A3.1	0	0	0	0	0	0	0	0
ENSG00000258796	CTD-2560C21.1	0	0	1	0	0	0	0	4
ENSG00000258797	RP11-467L19.6	0	0	0	0	0	0	0	0
ENSG00000258798	RP11-895M11.3	7	13	1	0	0	0	0	0
ENSG00000258799	RP11-810K23.5	0	0	0	0	0	0	0	0
ENSG00000258800	CTD-2302E22.2	0	0	0	0	0	0	0	0
ENSG00000258802	RP11-589M4.2	0	0	0	0	0	0	0	0
ENSG00000258803	RP11-624J12.1	0	0	0	0	0	0	0	0
ENSG00000258804	RP11-322L20.1	0	0	0	0	0	0	0	0
ENSG00000258805	ADIPOR1P2	0	0	0	0	0	0	0	0
ENSG00000258806	OR11H7	0	0	0	0	0	0	0	0
ENSG00000258807	RP11-1152H15.1	0	0	0	0	0	0	0	0
ENSG00000258808	RP11-255G12.3	0	0	0	0	0	0	0	0
ENSG00000258809	CTD-2555O16.1	0	0	0	0	0	0	0	0
ENSG00000258810	RP11-219E7.1	0	6	0	0	0	0	0	0
ENSG00000258811	CTD-3051D23.1	0	1	7	15	0	0	22	11
ENSG00000258812	TRAV33	0	0	0	0	0	0	0	0
ENSG00000258813	RP11-109N23.4	0	7	2	10	0	18	4	1
ENSG00000258814	CTD-2128A3.3	0	0	0	0	0	0	0	0
ENSG00000258815	RP11-408B11.2	0	0	4	2	0	0	20	26
ENSG00000258816	RP11-74M13.3	0	0	0	0	0	0	0	0
ENSG00000258817	OR4C13	0	0	0	0	0	0	1	0
ENSG00000258818	RNASE4	99.322	122.528	256.102	204.972	0	2.964	523.08	103.893
ENSG00000258819	RP11-7F17.3	0	0	50	22	0	0	0	1
ENSG00000258820	RP11-293M10.2	0	0	0	0	0	0	0	0
ENSG00000258821	AC005041.17	0	0	0	0	0	0	3	1
ENSG00000258822	OR4K16P	0	0	0	0	0	0	0	0
ENSG00000258823	CTD-2555K7.3	0	0	0	1	0	0	2	0
ENSG00000258824	CTD-2555O16.2	9	1	1	0	5	0	21	22
ENSG00000258825	AL133168.3	0	0	0	0	0	0	0	0
ENSG00000258826	RP11-300J18.1	0	0	0	0	0	0	0	0
ENSG00000258827	RP11-537P22.2	0	0	2	3	12	3	2	2
ENSG00000258828	KRT8P2	0	0	0	0	0	0	1	0
ENSG00000258829	CTD-2243E23.1	0	0	0	0	0	0	0	0
ENSG00000258830	RP11-123K3.4	93.983	79.143	337.897	289.123	163.351	0	0	185.353
ENSG00000258831	RP11-76E17.4	0	0	0	0	0	0	0	0
ENSG00000258834	DUX4L4	0	0	0	0	0	0	0	0
ENSG00000258835	TRAV28	0	0	0	0	0	0	0	0
ENSG00000258836	RP11-349A22.2	0	0	0	0	0	0	0	0
ENSG00000258837	CTD-2566J3.1	0	0	0	0	0	0	728	105
ENSG00000258838	ERCC6-PGBD3	261.78	0	0	96.832	177.994	265.147	534.289	583.811
ENSG00000258839	MC1R	317.999	254	385.319	638.074	605.999	656.846	3535.695	3526.378
ENSG00000258841	RP11-226P1.3	0	0	0	1	0	0	0	0
ENSG00000258842	RP11-355I22.5	0	0	0	0	0	0	0	0
ENSG00000258843	RP11-286O18.1	7	11	0	0	0	0	0	0
ENSG00000258844	RP11-259K15.2	0	0	0	0	0	0	2	0
ENSG00000258845	RP11-945F5.1	0	0	0	0	0	0	0	0
ENSG00000258846	EEF1A1P33	0	0	0	0	0	0	0	1
ENSG00000258847	CTD-2014B16.3	0	0	1	0	0	0	0	0
ENSG00000258848	GRAMD4P6	0	0	0	0	0	0	0	0
ENSG00000258849	OR7E159P	0	0	0	0	0	0	0	0
ENSG00000258850	RP11-214N1.1	0	0	0	0	0	0	0	0
ENSG00000258851	RP11-894P9.2	0	0	0	0	0	0	1	0
ENSG00000258853	RP11-30G8.1	0	0	0	0	0	0	0	0
ENSG00000258854	RP11-463J10.4	0	0	0	0	0	0	0	0
ENSG00000258855	OR11J2P	0	0	2	0	0	0	0	0
ENSG00000258856	CTD-2325K12.1	0	0	0	0	0	0	0	0
ENSG00000258857	RP11-247L20.3	0	0	0	1	10	0	0	0
ENSG00000258858	RP11-982M15.5	0	0	0	0	0	0	2	0
ENSG00000258859	RP11-594C13.1	0	0	0	0	0	0	0	0
ENSG00000258860	RP11-561B11.3	0	7	0	0	0	0	0	0
ENSG00000258861	MIR381HG	0	0	0	0	0	0	0	0
ENSG00000258863	SETP1	0	0	0	0	0	0	0	0
ENSG00000258864	CTC-554D6.1	0	0	0	0	0	0	0	0
ENSG00000258866	RP11-991C1.2	0	0	0	0	0	0	0	0
ENSG00000258867	LINC01146	0	5	0	0	0	0	1	0
ENSG00000258868	RP11-816J8.1	0	0	0	0	0	0	1	3
ENSG00000258869	RP11-204N11.1	0	0	0	0	0	0	0	0
ENSG00000258870	EIF4EBP1P1	0	0	0	0	0	0	0	0
ENSG00000258871	RP3-514A23.2	0	0	0	0	0	0	0	0
ENSG00000258872	FDPSP3	0	7	2	2	0	0	8	5
ENSG00000258873	DUXA	0	0	0	0	0	0	0	0
ENSG00000258874	RP11-232C2.2	0	0	0	0	0	0	0	0
ENSG00000258875	CTD-2547L24.3	39	32	0	0	0	0	2	0
ENSG00000258876	RP11-270M14.5	0	0	0	1	0	0	2	0
ENSG00000258877	RP11-395B20.1	0	0	0	0	0	0	0	0
ENSG00000258878	CTD-2509G16.3	65	51	0	0	0	0	6	2
ENSG00000258879	RP11-713N11.5	80	78	0	0	0	0	0	0
ENSG00000258881	AC007040.11	1.207	0	0	0	14.117	20.539	0	0
ENSG00000258882	CTD-2277K2.1	0	0	0	0	0	0	0	0
ENSG00000258883	RP11-32B5.2	0	0	0	0	0	0	0	0
ENSG00000258884	CTD-3035D6.2	8	5	1	2	0	0	8	8
ENSG00000258885	RP11-344B23.2	0	0	0	0	0	0	0	0
ENSG00000258886	HIGD1AP17	0	0	0	0	0	0	0	0
ENSG00000258887	RP11-388E23.3	0	0	0	0	0	0	0	0
ENSG00000258888	RP11-326A13.1	0	0	1	0	0	0	0	0
ENSG00000258890	CEP95	2346	2115.001	1782	1125.999	4328.998	6422.001	11124.002	8784.001
ENSG00000258891	RP5-1021I20.5	1.048	2.199	1.06	0	0	0	1.109	1.098
ENSG00000258892	RP11-193F5.1	0	0	0	0	0	0	0	0
ENSG00000258893	SETP2	0	0	0	0	0	1	1	0
ENSG00000258894	RP11-557C9.1	0	0	0	0	0	0	0	0
ENSG00000258895	CTD-2643K12.1	0	0	1.001	0	0	0	0	0
ENSG00000258896	SCOCP1	3	0	0	0	0	0	1	1
ENSG00000258897	EGLN3-AS1	0	0	0	0	0	0	0	0
ENSG00000258899	OR4U1P	0	0	0	0	0	0	0	0
ENSG00000258900	HNRNPCP1	77	53	12	10	76	77	106.097	76
ENSG00000258901	CTD-2298J14.1	0	0	0	0	0	0	0	0
ENSG00000258902	CTD-2128A3.2	0	0	0	0	0	0	0	0
ENSG00000258903	RP11-355I22.2	0	0	0	0	0	0	0	0
ENSG00000258904	RP11-638I2.2	7	5	2	9	3	0	0	2
ENSG00000258905	TRAV32	0	0	0	0	0	0	0	0
ENSG00000258906	CTD-2552B11.3	0	0	0	0	0	0	0	1
ENSG00000258907	RP11-644F5.15	0	0	0	0	0	0	0	1
ENSG00000258908	RP11-203M5.8	0	0	0	0	0	0	0	0
ENSG00000258909	RP11-164C12.2	0	0	0	0	0	0	0	0
ENSG00000258910	RP11-19E11.1	0	0	1	6	0	0	0	0
ENSG00000258911	DUX4L10	0	0	0	0	0	0	0	0
ENSG00000258912	RP11-1079H9.1	0	0	0	0	0	0	0	0
ENSG00000258913	RP11-260M19.2	0	0	0	0	0	0	0	1
ENSG00000258914	CTD-2134A5.3	0	0	0	0	0	0	0	0
ENSG00000258915	RP11-114N19.2	0	0	0	0	0	0	0	0
ENSG00000258916	SPATA31E2P	0	0	0	0	0	0	0	0
ENSG00000258917	ZMYND19P1	0	0	0	0	0	0	0	0
ENSG00000258918	RP11-219E7.4	0	0	0	0	0	0	0	0
ENSG00000258919	RP11-1029J19.4	0	0	1	0	16	6	1	2
ENSG00000258920	FOXN3-AS1	144	141	75	49	0	0	31	62
ENSG00000258921	RP11-644F5.16	0	0	0	0	0	0	0	0
ENSG00000258922	CTD-2313J17.1	0	0	0	0	0	0	0	2
ENSG00000258923	CTD-2320B12.1	0	0	0	0	0	0	0	0
ENSG00000258924	CTB-96E2.3	0	5.435	0	0	0	0	7.997	5.315
ENSG00000258925	NPM1P5	0	0	2.001	0	3.001	5	5.058	1.136
ENSG00000258926	RP11-47I22.1	0	0	0	0	0	0	2	0
ENSG00000258927	RP11-1070N10.5	0	6	5	0	118	103	3	0
ENSG00000258928	RP11-463J10.2	0	0	0	0	0	0	0	0
ENSG00000258929	RP11-58E21.3	78	109	7	0	3	0	60	73
ENSG00000258930	RP5-1163L11.2	0	0	0	0	0	0	0	0
ENSG00000258931	RP11-1084I9.2	0	0	0	0	0	0	0	0
ENSG00000258932	CTD-3006G17.2	0	0	0	2	20	3	0	0
ENSG00000258933	RP11-991C1.1	0	0	0	0	0	0	0	0
ENSG00000258934	RP11-97N10.1	0	0	0	0	0	0	0	0
ENSG00000258935	RP11-1078H9.2	0	0	0	0	0	0	0	0
ENSG00000258938	RP11-317N8.5	26	13	4.021	16.157	16	12	189	161.615
ENSG00000258940	RP11-407N17.5	57	45	21	22	114	52	215	183
ENSG00000258941	RP11-407N17.3	0	0	0	0	0	0	0	0
ENSG00000258942	RP11-255G12.2	0	0	0	0	0	0	1	0
ENSG00000258943	RP11-696D21.2	0	0	0	0	0	0	0	0
ENSG00000258944	RP4-647C14.3	15	14	29	16	8	31	38	51
ENSG00000258945	RP11-497E19.2	0	0	0	0	0	0	0	0
ENSG00000258946	RP11-58E21.4	0	9	0	0	0	0	4	1
ENSG00000258947	TUBB3	39.005	77.028	40330.752	35434.044	481.334	625.228	6494.442	10012.287
ENSG00000258948	KRT8P1	0	0	0	0	0	0	1	0
ENSG00000258949	RP11-857B24.5	0	0	0	0	0	0	1	0
ENSG00000258951	KRT18P7	0	0	0	0	0	0	2.025	1
ENSG00000258952	RP11-1042B17.5	0	0	0	0	0	0	0	0
ENSG00000258954	RP11-692C24.1	0	0	0	0	0	0	0	0
ENSG00000258955	LINC00519	0	1	0	0	0	0	1	0
ENSG00000258956	COX4I1P1	0	0	0	0	0	0	0	0
ENSG00000258957	RP11-363J20.1	0	0	1	7	0	0	13	23
ENSG00000258958	RP11-594C13.2	0	0	0	0	0	0	0	0
ENSG00000258959	RP11-1017G21.4	0	0	0	0	0	0	0	0
ENSG00000258960	CTD-2014B16.2	0	0	0	0	0	0	1	0
ENSG00000258962	RP11-747H7.1	0	0	0	0	0	0	0	0
ENSG00000258963	RP11-903H12.4	0	0	0	0	0	0	0	0
ENSG00000258964	RP11-618G20.1	132.642	65.478	0	0	0	0	0	0
ENSG00000258965	RP11-446P9.1	0	0	0	0	0	0	0	0
ENSG00000258966	RP5-1163L11.3	0	0	0	0	0	0	0	0
ENSG00000258967	HMGN1P3	0	0	0	0	0	33.235	12.632	18.302
ENSG00000258968	RP11-829H16.5	0	0	0	0	0	0	0	0
ENSG00000258969	RP11-305B6.3	0	0	0	0	0	0	0	0
ENSG00000258970	RP11-100M12.1	0	0	0	0	0	0	0	0
ENSG00000258971	RP11-326A13.3	0	0	0	0	0	0	0	0
ENSG00000258972	NDUFB8P1	0	0	0	0	0	0	0	0
ENSG00000258973	RP11-934B9.3	0	0	2.549	0	0	0	2.993	2
ENSG00000258975	RP11-753D20.1	0	0	0	0	0	0	0	0
ENSG00000258976	CTD-2207P18.2	0	0	0	0	0	0	1	0
ENSG00000258977	RP11-799P8.1	0	0	0	0	0	0	0	0
ENSG00000258978	HIF1AP1	0	0	0	0	0	0	0	0
ENSG00000258979	RP11-433J8.2	0	0	0	0	0	0	0	0
ENSG00000258980	EIF1AXP2	0	0	0	0	0	0	0	0
ENSG00000258981	COX5AP2	0	0	0	0	0	0	0	0
ENSG00000258982	RP11-638I2.4	0	3	17	15	5	3	14	12
ENSG00000258983	RP11-507K2.2	0	0	0	0	0	0	0	0
ENSG00000258984	UBE2F-SCLY	0	0	11.044	23.172	29.888	22.536	7.481	7.734
ENSG00000258985	RP11-368P15.3	0	0	0	0	0	0	0	0
ENSG00000258986	TMEM179	0	0	146	135	0	0	0	2
ENSG00000258987	RP11-131H24.4	0	0	0	0	0	0	0	0
ENSG00000258988	RP11-125H8.1	2.39	2	4.004	7.684	0	0	16.082	6.982
ENSG00000258989	RP11-47I22.4	0	0	2.738	0	0	0	0	0
ENSG00000258990	MPPE1P1	0	0	0	0	0	0	0	0
ENSG00000258991	DUX4L19	0	0	0	0	0	0	0	0
ENSG00000258992	TSPY1	0	0	0	0	0	0	0	0
ENSG00000258993	RP11-368P15.2	0	0	0	0	0	0	0	0
ENSG00000258994	RP11-26L16.1	0	0	0	0	0	0	0	0
ENSG00000258995	RP11-1112J20.1	0	0	0	0	0	0	0	0
ENSG00000258996	CTD-2315A10.1	0	0	0	0	0	0	0	0
ENSG00000258997	NF1P2	0	0	0	0	0	0	0	0
ENSG00000258998	RP11-398E10.1	0	0	1	2	0	0	4	3
ENSG00000258999	RP11-114N19.3	6	11	3	5	0	0	2	2
ENSG00000259000	CTD-2373J19.1	13	1	0	0	0	1	0	0
ENSG00000259001	RPPH1	576	622	768	864	2622	2294	1167	1879
ENSG00000259002	RP11-671J11.7	0	3	0	0	0	0	0	0
ENSG00000259003	AE000662.92	6	5	0	0	0	0	0	0
ENSG00000259004	RP11-8L8.2	0	0	0	0	0	0	0	0
ENSG00000259005	RP3-449M8.6	8	1	34	23	0	0	4	1
ENSG00000259006	RP11-566K11.4	0	0	4	8	5	4	14	14
ENSG00000259007	RP11-463J10.3	0	0	0	0	0	0	0	0
ENSG00000259008	RP11-932A10.1	0	0	0	0	0	0	0	0
ENSG00000259009	TPRX2P	0	0	0	2	0	0	0	0
ENSG00000259010	RP11-973N13.2	0	0	0	0	0	0	1.008	0
ENSG00000259011	RP11-2C7.1	0	0	0	0	0	0	0	0
ENSG00000259012	CTD-2320B12.2	0	0	0	0	0	0	0	0
ENSG00000259013	RP11-1017G21.3	0	0	0	0	0	0	0	0
ENSG00000259015	RP11-109N23.6	0	0	0	0	0	0	3	1
ENSG00000259016	CTD-2335L22.6	0	0	0	0	0	0	0	0
ENSG00000259017	RP11-561B11.6	0	0	1	0	0	0	0	0
ENSG00000259018	RP11-124D2.3	0	0	0	0	0	0	0	0
ENSG00000259019	RP11-305B6.2	0	0	0	0	0	0	0	0
ENSG00000259020	RP11-529H20.3	2	0	0	0	2	1.001	1	1.002
ENSG00000259021	TPRX1P1	0	0	0	0	0	0	0	0
ENSG00000259022	DNAJC8P1	0	0	0	0	3	7.004	4.002	0
ENSG00000259023	LINC00524	0	0	0	0	0	0	0	0
ENSG00000259024	TVP23C-CDRT4	64.646	48.382	1069.392	753.545	0.963	88.173	368.161	310.298
ENSG00000259025	RP11-810K23.6	0	0	0	0	0	0	0	0
ENSG00000259026	RP11-907D1.1	0	0	0	0	0	0	0	0
ENSG00000259028	RP11-325D8.1	0	0	0	0	0	0	0	0
ENSG00000259029	DUX4L18	0	0	0	0	0	0	0	0
ENSG00000259030	FPGT-TNNI3K	79.318	36.22	6.444	19.656	25.622	28.804	21.791	7.362
ENSG00000259031	CTD-2062F14.3	0	0	0	0	0	0	0	1
ENSG00000259032	ENSAP2	6.189	9.695	0	1.013	5.091	1	3.067	0
ENSG00000259033	RP11-718G2.5	0	0	3	3	0	0	1	0
ENSG00000259034	DUX4L3	0	0	0	0	0	0	0	0
ENSG00000259035	RP11-666E17.1	0	0	0	0	0	0	0	0
ENSG00000259036	RP11-404P21.1	0	0	0	0	0	0	0	0
ENSG00000259037	RP11-614O9.1	0	0	0	0	0	0	0	0
ENSG00000259038	CTD-2325P2.4	0	0	0	0	0	0	1	0
ENSG00000259039	RP11-409I10.2	0	0	0	0	0	0	1	0
ENSG00000259040	BLOC1S5-TXNDC5	0	0	0	0	0	0	86.05	53.65
ENSG00000259041	RP11-167B3.1	0	0	0	0	0	0	0	0
ENSG00000259042	AE000661.50	0	1	0	0	0	0	0	0
ENSG00000259043	BRD7P1	3	0	0	0	0	0	0	0
ENSG00000259044	RP11-789A21.1	0	0	0	0	0	0	0	0
ENSG00000259045	RP11-320M16.1	2	0	42.002	10	0	0	32.001	13
ENSG00000259046	RP11-857B24.2	0	0	0	0	0	0	0	0
ENSG00000259047	RP11-16O13.1	0	0	0	0	0	0	0	0
ENSG00000259048	CTD-2058B24.2	0	0	13	12	0	0	0	0
ENSG00000259049	RP11-589M4.1	1	0	7	3	3	16	15	8
ENSG00000259050	CHORDC2P	0	0	0	0	0	0	0	1
ENSG00000259051	HNRNPUP1	0	9	2.113	1.004	0	13.006	4	1.001
ENSG00000259052	AL157871.2	0	0	0	0	0	0	0	0
ENSG00000259053	RP11-33N16.3	0	0	0	0	0	0	0	0
ENSG00000259054	AE000662.93	0	5	2	0	0	0	0	0
ENSG00000259055	RP11-1140I5.1	0	0	0	0	0	0	0	0
ENSG00000259056	DUXAP1	0	1	0	0	0	0	0	2
ENSG00000259057	CTD-2343P13.1	0	0	0	0	0	0	0	0
ENSG00000259058	RP11-488C13.4	0	0	0	0	0	0	0	0
ENSG00000259059	PEBP1P1	0	0	1	0	0	0	0	0
ENSG00000259060	RNASE11	0	0	0	0	0	0	0	0
ENSG00000259061	RP11-736P16.1	0	0	0	0	0	0	0	0
ENSG00000259062	ACTN1-AS1	0	0	0	0	0	0	1	2
ENSG00000259063	DUX4L5	0	0	0	0	0	0	0	0
ENSG00000259064	RP11-386M24.5	0	0	0	0	0	0	0	0
ENSG00000259065	RP5-1021I20.1	19	55	2	3	0	5	24	17
ENSG00000259066	RP11-371E8.4	0	0	0	0	0	0	0	6.167
ENSG00000259067	CTD-3051D23.3	0	0	0	0	0	0	0	0
ENSG00000259068	TRAV37	0	0	0	0	0	0	1	0
ENSG00000259069	RP11-597A11.6	0	0	0	0	0	0	0	0
ENSG00000259070	LINC00639	0	0	10	25	0	0	15	14
ENSG00000259071	RP11-247L20.4	0	2	0	0	0	0	0	0
ENSG00000259072	RP11-96D24.1	0	0	0	0	0	0	0	0
ENSG00000259073	FOXN3-AS2	0	0	0	0	0	0	0	0
ENSG00000259074	PSMB7P1	0	0	0	0	0	0	0	0
ENSG00000259075	POC1B-GALNT4	119.864	96.956	62.937	80.204	481.054	97.8	1318.953	733.423
ENSG00000259076	RP11-973N13.3	0	0	0	0	0	0	0	1
ENSG00000259077	RP11-804L24.2	0	0	0	0	0	0	0	0
ENSG00000259078	PTBP1P	2	0	0	0	0	0	4	1
ENSG00000259079	RP1-261D10.1	0	0	0	0	0	0	0	0
ENSG00000259080	RP11-158I13.2	8.843	0	5.391	0	12.756	29.742	3.115	5.436
ENSG00000259081	RP11-488C13.6	4	19	4	1	0	0	16	12
ENSG00000259082	RP11-168L7.3	0	0	0	0	0	0	0	0
ENSG00000259083	RP11-407N17.4	13	11	2	2	1	8	6	7
ENSG00000259084	RP11-1070N10.6	3.37	0	2.79	3.733	0	0	4	1
ENSG00000259086	RP11-134E15.2	1.008	0	1.036	0	0	1.001	3.337	0
ENSG00000259087	RP11-356O9.2	0	0	0	0	0	0	11	8
ENSG00000259088	CTD-2017C7.2	25	30	7	13	0	0	14	15
ENSG00000259089	GRAMD4P5	0	0	0	0	0	0	0	0
ENSG00000259090	RP11-173D9.5	0	0	0	0	0	0	0	0
ENSG00000259091	LINC00517	0	0	5	3	0	0	0	0
ENSG00000259092	TRAV30	0	0	0	0	0	0	0	7
ENSG00000259093	RP11-1112J20.2	2	0	0	0	0	0	0	0
ENSG00000259094	RP11-77A13.1	0	0	0	0	0	0	0	0
ENSG00000259095	RP11-98N22.6	0	0	0	0	0	0	0	0
ENSG00000259096	FAM35CP	1	0	0	0	0	0	1.004	0
ENSG00000259097	RP11-61O1.1	0	0	0	0	0	0	0	0
ENSG00000259098	RP11-603B24.2	0	0	1	2	0	0	1	2
ENSG00000259099	RP11-348M3.2	0	0	0	0	0	0	0	0
ENSG00000259100	RP11-1074O12.1	0	0	0	0	0	0	2	1
ENSG00000259102	CTD-2552B11.2	0	0	0	0	0	0	0	0
ENSG00000259103	RP11-270M14.4	0	0	0	0	0	0	0	0
